id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0747,l0300,p0387,Dorothy Purser,,Salvation Army Mothers' Hospital,London,,51.553744,-0.053362,Dorothy Pursuer came from Jamaica to work here at the Salvation Army's Mothers' Hospital in 1941 after being commissioned in the Salvation Army.,adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1941,1941,,,(Purser Obituary: 2018),OA 7/5/20
i0748,l0301,p0388,Amy Barbour-James,14 Gold Close,,London,,51.607547,-0.311466,"Amy Barbour-James was the daughter of Guianans John and Caroline, born in West Acton in 1906, who lived here at the time of the 1939 Register. ",adult,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,British Guiana,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0799I/003/2),OA 12/05/20
i0749,l0302,p0389,Avril Coleridge-Taylor,44A Loudon Road,,London,,51.536425,-0.178596,Avril Coleridge-Taylor was the daughter of mixed-race composer Samuel Coleridge-Taylor who lived here with her sister Jaylen Ann at the time of the 1939 Register. Avril became a successful composer and conductor in her own right during the 1930s and after the war.,adult,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Sierra Leone,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0464I/017/5),OA 12/05/20
i0750,l0302,p0390,Jaylen Ann Coleridge-Taylor,44A Loudon Road,,London,,51.536425,-0.178596,Jaylen Ann Coleridge-Taylor was the daughter of mixed-race composer Samuel Coleridge-Taylor who lived here with her sister Avril at the time of the 1939 Register. ,adult,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Sierra Leone,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0464I/017/5),OA 12/05/20
i0751,l0303,p0391,James Jackson Brown,63 Lauriston Road,,London,,51.538915,-0.045139,James Jackson Brown was a Jamaican doctor who lived and practiced here for several decades. ,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1939 Register,(1939 Register: RG101/0198D/008/42),OA 12/05/20
i0752,l0303,p0392,Gerald Brown,63 Lauriston Road,,London,,51.538915,-0.045139,Gerald Brown was the eldest son of Jamaican doctor James Jackson Brown who lived and practiced here for several decades.,adult,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Jamaica,,,,,,,,,,1939 Register,(1939 Register: RG101/0198D/008/42),OA 12/05/20
i0753,l0303,p0393,Leslie Brown,63 Lauriston Road,,London,,51.538915,-0.045139,"Leslie Brown was the second son of Jamaican doctor James Jackson Brown who lived here at the time of the 1939 Register, which recorded his occupation as a motor engineer turner.",adult,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Jamaica,,,,,,,,,,1939 Register,(1939 Register: RG101/0198D/008/42),OA 12/05/20
i0754,l0304,p0394,J. Acman Holland,6 Kensington Court,,London,,51.501617,-0.186808,"J. Acman Holland was a Jamaican chiropractor and 'nerve specialist' who lived and worked here for a period in the late 1930s. Holland also practiced in New York City and Jamaica and wrote to a relative in 1938 that, 'As I am situated, I don’t have to bother with coloured people at all, and not even poor white ones, as I am surrounded by the rich in one of the richest section [sic] in London'.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,1939,,,(https://jeffreygreen.co.uk/190-dr-j-acman-holland-of-london-1938/),OA 12/05/20
i0755,l0305,p0396,Josie Woods,61 Great Ormond Street,,London,,51.521518,-0.121361,"Josie Woods was a British dancer who lived here at the time of the 1939 Register. Woods was born in 1912 in Canning Town, the daughter of a Dominican sailor, and her theatrical career included time in the 'Eight Black Streaks', reputedly the UK's first established black dance troupe.",adult,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Dominica,,,,,,,1939,1939,,1939 Register,(1939 Register: RG101/0250C/012/5),OA 13/05/20
i0756,l0265,p0397,John Caswell Smith,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,John Caswell Smith took over from Sidney Williams as director of the Duchess Club for African American service personnel in 1943. He was formerly the director of the Boston Urban League.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,,,Newspaper,(Baltimore Afro American: March 27 1943),OA 18/09/20
i0757,l0265,p0398,Edwina Carrie,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Edwina Carrie, originally from Philadelphia, was John Caswell Smith's assistant, involved in the running of the Duchess Club for African American service personnel.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,,,Newspaper,(Baltimore Afro American: March 27 1943),OA 18/09/20
i0758,l0202,p0399,James A. Gregg,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,James A. Gregg was a bishop in the AME church who visited black GIs at the Liberty Club for African American service personnel in 1944.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0759,l0202,p0400,Pvt. Homer Ranson,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Pvt. Homer Ranson was stationed in the UK in 1944 and socialized at the Liberty Club for African American service personnel.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0760,l0202,p0401,Pvt. Charles Bellard,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Pvt. Charles Bellard was stationed in the UK in 1944 and socialized at the Liberty Club for African American service personnel.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,(Baltimore Afro American: January 8 1944),OA 18/09/20
i0761,l0202,p0188,Maida Springer,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Maida Springer was a trade unionist who represented the American Federation of Labor on a goodwill tour of the UK in 1945, during which time she visited the Liberty Club for African American service personnel.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1945,,,Newspaper,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0762,l0202,p0402,Skip Hall,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Skip Hall was stationed in the UK in 1945 and socialized at the Liberty Club for African American service personnel.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0763,l0202,p0403,Reginald Connoly,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Reginald Connoly was stationed in the UK in 1945 and socialized at the Liberty Club for African American service personnel.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,(Baltimore Afro American: April 14 1945),OA 18/09/20
i0764,l0202,p0343,Leonard Hill,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Leonard Hill was involved in the running of the Liberty Club for African American service personnel in 1944.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0765,l0202,p0332,Daisy Carry,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,Daisy Carry was involved in the running of the Liberty Club for African American service personnel in 1944.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0766,l0202,p0404,Milton Larry,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Milton Larry, orginally from Washington, became director of the Libery Club for African American service personnel in 1945",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0767,l0202,p0405,Julia Johnson,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Julia Johnson, originally from Indianapolis, was involved in the running of the Liberty Club for African American service personnel in 1945.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0768,l0202,p0406,Viola Murphy,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Viola Murphy, orginally from Harrisburg Pa., was involved in the running of the Liberty Club for African American service personnel in 1945.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,(Baltimore Afro American: January 27 1945),OA 18/09/20
i0769,l0192,p0203,Esther Cooper,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,Esther Cooper was an American activist who spoke on behalf of the Southern Negro Youth Congress at a 'World Federation Democratic Youth' conference here in November 1945.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,"(Baltimore Afro American: November 17, 1945)",OA 21/09/20
i0770,l0192,p0407,Jonathan Hyde,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,Jonathan Hyde was part of the Sierra Leoneon delegation to the 'World Federation Democratic Youth' conference here in November 1945.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1945,,,Newspaper,"(Baltimore Afro American: November 17, 1945)",OA 21/09/20
i0771,l0192,p0408,G. Kio Amachree,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,G. Kio Amachree was part of the Nigerian delegation to the 'World Federation Democratic Youth' conference here in November 1945.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,,,Newspaper,"(Baltimore Afro American: November 17, 1945)",OA 21/09/20
i0772,l0192,p0409,Evan Ayo Rosiji,,Seymour Hall,London,W1H 5FP,51.518373,-0.163252,Evan Ayo Rosiji was part of the Nigerian delegation to the 'World Federation Democratic Youth' conference here in November 1945.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,,,Newspaper,"(Baltimore Afro American: November 17, 1945)",OA 21/09/20
i0773,l0306,p0197,Elizabeth Phillips,,American Red Cross Officer's Club for Women,London,,51.507796,-0.147344,"Elizabeth Phillips was the first African American women to be sent to report on the war. She reported the American Red Cross Officer's Club for Women on Charles Street 'maintains jim-crow living quarters', which constituted 'the only instance of jim-crow I found during my short stay in London'.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Newspaper,"(Baltimore Afro American: March 24, 1945)",OA 21/09/20
i0774,l0307,p0410,Vincent Tubbs,Victoria Station,,London,,51.49525,-0.143984,"Vincent Tubbs was an African American war correspondent who passed through Victoria Station on his way to the front in France. His report detailed how he was carrying 'two handbags, gas mask, duffel bag, typewriter, briefcase and self'.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,"(Baltimore Afro American: April 28, 1945)",OA 22/09/20
i0775,l0308,p0411,Jack Hamilton,42 Dean Street,Cafe Society,London,,51.513228,-0.132141,"Jack Hamilton was an African American musician who formerly played with Louis Armstrong, who in 1942, set up the Cafe Society club in Soho. Hamilton had formerly played at the Embassy and Jig's clubs which were nearby.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1942,,,Newspaper,"(Baltimore Afro American: April 25, 1942)",OA 22/09/20
i0776,l0309,p0412,Walter J. Forester,,The Old Curiosity Shop,London,,51.514939,-0.117236,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0777,l0017,p0412,Walter J. Forester,St Paul's Cathedral,,London,EC4M 8AD,51.513859,-0.098415,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0778,l0035,p0412,Walter J. Forester,Trafalgar Square,,London,WC2N 5DN,51.508056,-0.128108,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0779,l0310,p0412,Walter J. Forester,St. James Palace,,London,,51.504574,-0.137844,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0780,l0054,p0412,Walter J. Forester,Queen Victoria Memorial,,London,SW1A 1AA,51.501596,-0.141209,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0781,l0311,p0412,Walter J. Forester,Scotland Yard,,London,,51.502772,-0.124298,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0782,l0187,p0412,Walter J. Forester,Old War Office Building,,London,SW1A 2EU,51.505425,-0.12597,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0783,l0312,p0412,Walter J. Forester,Waterloo Bridge,,London,,51.508823,-0.117139,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0784,l0016,p0412,Walter J. Forester,Tower of London,,London,EC3N 4AB,51.508527,-0.076582,Walter J. Forester was a Senior Sergeant in the US Army who visited here on a tour of several of the city's tourist destinations.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,,,Newspaper,"(Baltimore Afro American: July 1, 1944)",OA 22/09/20
i0785,l0202,p0413,James L. Rogers,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"James L. Rogers, originally from Washington State, ran the Liberty Club for African American service personnel toward the end of the war.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0786,l0202,p0414,Marie Wilburn,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Marie Wilburn, originally from St. Louis, was involved in the running of the Liberty Club for African American service personnel toward the end of the war.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0787,l0202,p0415,Lois Laster,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Lois Laster, originally from Canton, Ohio, was involved in the running of the Liberty Club for African American service personnel toward the end of the war.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,,,Newspaper,"(Baltimore Afro American: September 29, 1945)",OA 22/09/20
i0788,l0315,p0416,Chick Alexander,,"Hippodrome, London",London,,51.511392,0.128546,"Chick Alexander, originally from Jamaica, was an actor who was involved in the arts and theatre scene in London. He performed in George Black's ""Get a Load of This"" at the London Hippodrome in 1942.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,,,Newspaper,"(Chicago Defender: May 30, 1942)",AB 24/09/20
i0789,l0316,p0358,David H. Orro,,Bow Street Magistrates Court,London,WC2E 7AH,51.513489,0.122206,David H. Orro was an African American journalist for the Chicago Defender who visited the Bow Street Magistrate Court to attend the trial of an American servicemember.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,,,Newspaper,"(Chicago Defender: September 04, 1943)",AB 25/09/20
i0790,l0265,p0372,Camille King Jones,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Camille King Jones was a Chicagoan worker at an American Red Cross club in Bristol at this time, she is introduced to David H. Orro whilst visiting the Duchess Club in London.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1945,,Newspaper,"(Chicago Defender: March 20, 1943)",AB 09/10/2020
i0791,l0265,p0416,Lucyle McAlister,,Duchess Club,London,W1W 6AN,51.519571,-0.14333,"Lucyle McAlister was a Nebraskan who served as the Assistant Director of Operations at the Duchess Club in London after joining the American Red Cross. Prior to this, she had been the Director of Negro Work for the USO.",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,1944,,Newspaper,"(Chicago Defender: June 24, 1944)",AB 09/10/2020
i0792,l0195,p0417,Margaret Simms,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Margaret Simms was an American singer from Florida who joined the American Red Cross during the war. She performed at the Rainbow Corner Red Cross Club in London as the starting point of her tour through England.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1943,1943,,Newspaper,"(Chicago Defender: April 17, 1943)",AB 09/10/2020
i0793,l0317,p0048,I.T.A. Wallace-Johnson,42 Alderney Street,,London,,51.490153,-0.145389,"I. T. A. Wallace-Johnson was a Sierra Leoneon activist who led a meeting here i 1937 where it was reportedly decided to form the International African Service Bureau. A report by the Metropolitan Police's Special Branch, tasked with monitoring subversive political groups, noted its purpose would be to 'collect information from contacts in the colonies and dominions, especially that related to coloured peoples' and publish this in a bulletin.",adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1937,1937,,MEPO 38/91,"(SB.No.1 , Special Report, 6th July 1937 [MEPO 38/91])",OA 21/10/20
i0794,l0195,p0418,Henrine Ward,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Henrine Ward was one of the staff members at the Rainbow Corner Red Cross Club to greet the English Air Minister Sir Stafford Cripps and his wife when they visited the club. She also was in attendance when Eleanor Roosevelt visited sometime later.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1942,1942,,Newspaper,"(Chicago Defender: December 19, 1942)",AB 09/23/2020
i0795,l0195,p0338,Carol Jarrett,,Rainbow Corner Red Cross Club,London,W1D 7ED,51.510705,-0.134226,Carol Jarret was one of the American Red Cross staff members that greeted English Air Minister Sir Stafford Cripps and his wife when they visited the Rainbow Corner Red Cross Club. She also welcomed Eleanor Roosevelt when she visited there sometime later.,adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1942,1942,,Newspaper,"(Chicago Defender: December 19, 1942)",AB 09/23/2020
